host_response_rate,host_is_superhost,host_listings_count,zipcode,room_type,bathrooms,accommodates,beds,bed_type,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,availability_30,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,cancellation_policy,reviews_per_month,has_reviews,reviews_per_month.1,log.reviews_per_month,review_scores_rating.1,log.review_scores_rating,review_score_value.1,log.review_scores_value,review_scores_location.1,log.review_scores_location,review_scores_communication.1,log.review_scores_communication,review_scores_checkin.1,log.review_scores_checkin,review_scores_accuracy.1,log.review_scores_accuracy,review_scores_cleanliness.1,log.review_scores_cleanliness,number_of_reviews.1,log.number_of_reviews,inzip28801,inzip28804
N/A,t,1,28803,Entire home/apt,2.5,4,3,Real Bed,111,200,60,4,25,1,0,1,100,10,10,10,10,10,10,flexible,0.05,1,1.05,0.04879016416943205,101,4.61512051684126,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,2,0.6931471805599453,no,no
N/A,f,1,28806,Private room,1,2,1,Real Bed,95,0,30,1,0,2,21,33,98,10,10,10,10,10,10,moderate,0.89,1,1.8900000000000001,0.6365768290715511,99,4.59511985013459,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,34,3.5263605246161616,no,no
100%,t,1,28806,Entire home/apt,2.5,6,3,Real Bed,169,0,80,4,50,2,2,179,99,10,10,10,10,10,10,moderate,4.84,1,5.84,1.7647307968401356,100,4.605170185988092,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,180,5.19295685089021,no,no
N/A,f,1,28803,Entire home/apt,2,8,4,Real Bed,200,500,130,1,0,30,27,14,92,9,9,10,10,10,9,moderate,0.38,1,1.38,0.3220834991691132,93,4.532599493153256,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,10,2.302585092994046,10,2.302585092994046,15,2.70805020110221,no,no
N/A,t,1,28801,Entire home/apt,1,1,1,Futon,49,0,15,1,0,1,12,221,98,10,10,10,10,10,10,strict_14_with_grace_period,6.02,1,7.02,1.9487632180377197,99,4.59511985013459,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,222,5.402677381872279,yes,no
89%,f,2,28805,Private room,1,2,1,Real Bed,60,150,50,2,15,30,4,2,100,8,10,10,10,10,10,strict_14_with_grace_period,0.05,1,1.05,0.04879016416943205,101,4.61512051684126,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,9,2.1972245773362196,11,2.3978952727983707,3,1.0986122886681098,no,no
N/A,t,1,28806,Entire home/apt,1,4,2,Real Bed,70,150,35,2,20,1,9,226,98,10,10,10,10,10,10,strict_14_with_grace_period,6.03,1,7.03,1.9501867058225735,99,4.59511985013459,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,227,5.424950017481403,no,no
N/A,f,1,28806,Private room,1,3,1,Real Bed,99,999,99,1,0,1,0,46,98,10,10,10,10,10,10,moderate,1.24,1,2.24,0.8064758658669485,99,4.59511985013459,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,47,3.8501476017100584,no,no
90%,f,1,28806,Entire home/apt,2.5,8,3,Real Bed,85,200,125,4,25,30,15,31,99,10,9,10,10,10,10,strict_14_with_grace_period,0.83,1,1.83,0.6043159668533296,100,4.605170185988092,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,10,2.302585092994046,32,3.4657359027997265,no,no
100%,t,1,28803,Entire home/apt,1,5,2,Real Bed,70,150,40,2,20,1,16,52,98,10,10,10,10,9,10,flexible,1.41,1,2.41,0.8796267475025636,99,4.59511985013459,11,2.3978952727983707,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,53,3.970291913552122,no,no
100%,f,1,28801,Entire home/apt,1,2,1,Real Bed,130,0,60,2,35,2,4,44,100,10,10,10,10,10,10,strict_14_with_grace_period,1.21,1,2.21,0.7929925155296614,101,4.61512051684126,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,45,3.8066624897703196,yes,no
N/A,t,2,28806,Private room,1,2,1,Real Bed,57,0,0,1,25,2,0,1,100,10,10,10,10,10,10,flexible,0.03,1,1.03,0.02955880224154443,101,4.61512051684126,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,2,0.6931471805599453,no,no
N/A,t,1,28806,Entire home/apt,2,6,3,Real Bed,149,300,0,2,25,2,22,65,97,10,10,10,10,10,10,moderate,1.74,1,2.74,1.007957920399979,98,4.584967478670572,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,66,4.189654742026425,no,no
N/A,t,1,28806,Entire home/apt,1,4,2,Real Bed,100,0,40,2,20,2,0,77,96,10,10,10,10,10,9,moderate,2.11,1,3.11,1.1346227261911428,97,4.574710978503383,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,78,4.356708826689592,no,no
100%,t,1,28806,Entire home/apt,1,5,2,Real Bed,65,0,20,2,15,1,18,131,99,10,10,10,10,10,10,moderate,3.56,1,4.5600000000000005,1.5173226235262949,100,4.605170185988092,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,132,4.882801922586371,no,no
80%,f,2,28732,Private room,1,2,1,Real Bed,200,0,10,2,5,4,30,12,90,9,10,10,9,10,10,flexible,0.33,1,1.33,0.28517894223366247,91,4.51085950651685,11,2.3978952727983707,11,2.3978952727983707,10,2.302585092994046,11,2.3978952727983707,10,2.302585092994046,11,2.3978952727983707,13,2.5649493574615367,no,no
80%,f,2,28732,Private room,1,2,2,Real Bed,89,200,0,2,5,2,22,55,97,10,10,10,9,10,10,moderate,1.57,1,2.5700000000000003,0.9439058989071285,98,4.584967478670572,11,2.3978952727983707,11,2.3978952727983707,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,56,4.02535169073515,no,no
100%,t,3,28801,Entire home/apt,1,4,1,Real Bed,190,400,65,2,15,2,12,171,98,10,10,10,10,10,9,moderate,4.74,1,5.74,1.747459210331475,99,4.59511985013459,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,172,5.147494476813453,yes,no
100%,t,1,28801,Private room,1.5,2,1,Real Bed,145,100,45,2,0,2,17,160,99,10,10,10,10,10,10,strict_14_with_grace_period,4.34,1,5.34,1.6752256529721035,100,4.605170185988092,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,161,5.081404364984463,yes,no
100%,t,2,28806,Private room,1,2,1,Real Bed,39,100,20,1,10,2,23,153,98,10,10,10,10,10,10,moderate,4.14,1,5.14,1.6370530794670737,99,4.59511985013459,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,154,5.0369526024136295,no,no
100%,t,1,28801,Entire home/apt,1,2,1,Real Bed,250,0,50,2,50,2,8,74,100,10,10,10,10,10,10,moderate,2.03,1,3.03,1.1085626195212777,101,4.61512051684126,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,75,4.31748811353631,yes,no
100%,t,1,28806,Entire home/apt,1,6,2,Real Bed,110,500,100,4,35,2,14,133,100,10,10,10,10,10,10,moderate,4.51,1,5.51,1.706564623164823,101,4.61512051684126,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,134,4.897839799950911,no,no
N/A,f,1,28803,Entire home/apt,1,5,2,Real Bed,120,200,50,4,20,2,17,110,97,10,10,10,10,9,10,moderate,3.01,1,4.01,1.3887912413184778,98,4.584967478670572,11,2.3978952727983707,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,111,4.709530201312334,no,no
100%,f,1,28704,Private room,2,6,2,Real Bed,195,0,95,4,0,3,30,0,0,0,0,0,0,0,0,strict_14_with_grace_period,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,no,no
N/A,t,1,28801,Entire home/apt,1,4,3,Real Bed,87,0,30,2,10,1,12,280,95,10,10,10,10,10,10,moderate,7.65,1,8.65,2.157559320943788,96,4.564348191467836,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,281,5.638354669333745,yes,no
100%,t,1,28805,Entire home/apt,1,2,1,Real Bed,100,0,40,2,20,1,13,267,99,10,10,10,10,10,10,moderate,7.26,1,8.26,2.1114245875328868,100,4.605170185988092,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,268,5.5909869805108565,no,no
100%,t,1,28806,Entire home/apt,1,2,1,Real Bed,90,0,50,2,25,2,7,129,99,10,10,10,10,10,10,moderate,3.55,1,4.55,1.5151272329628591,100,4.605170185988092,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,130,4.867534450455582,no,no
100%,f,1,28804,Entire home/apt,1,2,1,Real Bed,120,0,45,1,0,2,12,6,100,10,10,10,10,10,9,moderate,0.74,1,1.74,0.5538851132264376,101,4.61512051684126,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,7,1.9459101490553132,no,yes
100%,t,1,28806,Entire home/apt,1.5,5,2,Real Bed,175,0,50,4,50,2,21,51,98,10,10,10,10,10,10,flexible,1.39,1,2.3899999999999997,0.8712933659434192,99,4.59511985013459,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,52,3.9512437185814275,no,no
100%,t,1,28801,Entire home/apt,1,5,2,Real Bed,129,145,50,2,20,1,8,269,97,10,10,10,10,10,10,moderate,7.61,1,8.61,2.152924318439639,98,4.584967478670572,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,270,5.598421958998375,yes,no
100%,t,1,28805,Entire home/apt,1,2,1,Futon,95,0,40,2,40,1,6,195,99,10,10,10,10,10,10,moderate,5.44,1,6.44,1.8625285401162623,100,4.605170185988092,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,196,5.278114659230517,no,no
N/A,f,1,28806,Private room,1,3,1,Real Bed,98,0,10,2,5,1,0,48,99,10,10,10,10,10,10,flexible,1.33,1,2.33,0.8458682675776092,100,4.605170185988092,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,49,3.8918202981106265,no,no
100%,t,2,28806,Entire home/apt,1,4,2,Real Bed,80,250,25,2,10,1,10,66,100,10,10,10,10,10,10,strict_14_with_grace_period,8.61,1,9.61,2.262804222982201,101,4.61512051684126,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,67,4.204692619390966,no,no
100%,t,2,28806,Entire home/apt,1,3,1,Real Bed,119,300,50,2,10,1,0,41,100,10,10,10,10,10,10,moderate,1.94,1,2.94,1.0784095813505903,101,4.61512051684126,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,42,3.7376696182833684,no,no
100%,f,1,28804,Entire home/apt,2,6,4,Real Bed,285,250,115,1,0,3,8,3,100,10,10,10,10,10,10,strict_14_with_grace_period,0.09,1,1.09,0.08617769624105241,101,4.61512051684126,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,4,1.3862943611198906,no,yes
N/A,f,11,28801,Private room,1,2,1,Futon,88,150,35,1,20,1,13,5,76,8,8,9,8,9,7,strict_14_with_grace_period,2.03,1,3.03,1.1085626195212777,77,4.343805421853684,8,2.0794415416798357,10,2.302585092994046,9,2.1972245773362196,10,2.302585092994046,9,2.1972245773362196,9,2.1972245773362196,6,1.791759469228055,yes,no
94%,t,3,28801,Entire home/apt,1,2,1,Real Bed,100,100,60,1,0,3,2,102,97,10,10,10,10,10,10,strict_14_with_grace_period,3.82,1,4.82,1.572773928062509,98,4.584967478670572,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,103,4.634728988229636,yes,no
N/A,t,1,28806,Private room,1,2,1,Real Bed,75,100,0,2,0,2,3,25,98,10,10,10,10,10,10,strict_14_with_grace_period,0.76,1,1.76,0.5653138090500605,99,4.59511985013459,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,26,3.258096538021482,no,no
N/A,f,1,28704,Private room,1,2,1,Real Bed,35,0,20,1,10,1,0,18,99,10,10,10,10,10,10,moderate,0.53,1,1.53,0.4252677354043441,100,4.605170185988092,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,19,2.9444389791664403,no,no
100%,t,2,28806,Entire home/apt,1,3,2,Real Bed,75,250,25,2,10,1,13,293,97,10,10,10,10,10,10,strict_14_with_grace_period,8.34,1,9.34,2.234306252240751,98,4.584967478670572,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,294,5.683579767338681,no,no
100%,t,8,28805,Entire home/apt,1,2,1,Real Bed,55,0,0,2,30,2,11,295,94,10,9,10,10,10,10,moderate,8.35,1,9.35,2.2353763433005955,95,4.553876891600541,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,10,2.302585092994046,296,5.69035945432406,no,no
100%,f,1,28801,Entire home/apt,1,2,1,Real Bed,200,250,60,1,0,2,6,158,97,10,10,10,10,10,9,moderate,4.49,1,5.49,1.7029282555214393,98,4.584967478670572,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,159,5.0689042022202315,yes,no
100%,t,1,28806,Entire home/apt,1,5,2,Real Bed,75,100,30,2,25,2,0,132,97,10,10,10,10,10,10,strict_14_with_grace_period,3.73,1,4.73,1.5539252025038417,98,4.584967478670572,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,133,4.890349128221754,no,no
100%,t,1,28806,Entire home/apt,1,3,1,Real Bed,110,0,20,1,0,2,14,110,98,10,10,10,10,10,10,flexible,3.66,1,4.66,1.5390154481375546,99,4.59511985013459,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,111,4.709530201312334,no,no
73%,f,1,28801,Entire home/apt,2,6,4,Real Bed,70,150,100,1,0,7,0,3,100,10,10,10,10,10,10,moderate,0.11,1,1.11,0.10436001532424286,101,4.61512051684126,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,4,1.3862943611198906,yes,no
N/A,t,3,28806,Entire home/apt,2,4,2,Real Bed,89,200,100,5,10,28,0,1,100,10,10,10,10,10,10,strict_14_with_grace_period,0.03,1,1.03,0.02955880224154443,101,4.61512051684126,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,2,0.6931471805599453,no,no
100%,t,2,28801,Entire home/apt,1,4,2,Real Bed,240,200,0,2,0,3,12,33,99,10,10,10,10,10,10,strict_14_with_grace_period,1.05,1,2.05,0.7178397931503168,100,4.605170185988092,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,34,3.5263605246161616,yes,no
N/A,f,1,28801,Private room,1,1,1,Airbed,28,0,0,1,0,1,0,0,0,0,0,0,0,0,0,flexible,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,yes,no
100%,t,1,28806,Private room,1,2,1,Real Bed,70,100,20,2,0,2,20,119,98,10,10,10,10,10,10,moderate,3.48,1,4.48,1.4996230464268938,99,4.59511985013459,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,120,4.787491742782046,no,no
100%,t,1,28806,Private room,1,1,1,Real Bed,39,0,7,1,25,2,1,101,99,10,10,10,10,10,10,flexible,2.96,1,3.96,1.3762440252663892,100,4.605170185988092,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,102,4.624972813284271,no,no
N/A,t,1,28806,Private room,1,2,1,Real Bed,80,0,25,1,0,2,4,15,100,10,10,10,10,10,10,moderate,2.73,1,3.73,1.3164082336557241,101,4.61512051684126,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,16,2.772588722239781,no,no
100%,t,1,28806,Entire home/apt,1,2,2,Real Bed,115,200,65,2,25,2,9,71,99,10,10,10,10,10,10,moderate,2.53,1,3.53,1.2612978709452054,100,4.605170185988092,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,72,4.276666119016055,no,no
100%,f,3,28805,Entire home/apt,1,4,2,Real Bed,140,250,0,1,0,2,5,89,94,10,9,10,10,10,10,strict_14_with_grace_period,2.63,1,3.63,1.2892326482767593,95,4.553876891600541,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,10,2.302585092994046,90,4.499809670330265,no,no
N/A,t,1,28732,Private room,1,2,1,Real Bed,40,0,0,1,0,2,16,154,99,10,10,10,10,10,10,flexible,4.53,1,5.53,1.7101878155342434,100,4.605170185988092,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,155,5.043425116919247,no,no
N/A,f,1,28801,Private room,1,1,1,Futon,85,0,0,1,0,1,0,0,0,0,0,0,0,0,0,flexible,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,yes,no
N/A,f,1,28805,Entire home/apt,1,2,1,Real Bed,75,200,40,2,5,3,0,8,93,10,9,10,10,9,9,moderate,0.44,1,1.44,0.36464311358790924,94,4.543294782270004,10,2.302585092994046,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,10,2.302585092994046,9,2.1972245773362196,no,no
100%,f,1,28804,Private room,1,2,1,Real Bed,100,500,0,2,20,3,9,64,98,10,10,10,10,10,10,moderate,2.19,1,3.19,1.1600209167967532,99,4.59511985013459,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,65,4.174387269895637,no,yes
N/A,f,1,28801,Entire home/apt,1.5,8,3,Real Bed,290,200,100,1,0,3,0,1,80,10,8,10,10,8,8,flexible,0.03,1,1.03,0.02955880224154443,81,4.394449154672439,9,2.1972245773362196,9,2.1972245773362196,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,9,2.1972245773362196,2,0.6931471805599453,yes,no
100%,f,1,28801,Entire home/apt,1,6,3,Real Bed,80,0,50,4,50,30,7,57,95,10,10,10,10,10,9,strict_14_with_grace_period,1.67,1,2.67,0.9820784724121582,96,4.564348191467836,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,58,4.060443010546419,yes,no
90%,t,1,28803,Entire home/apt,1,2,1,Real Bed,49,0,15,2,5,1,13,159,97,10,10,10,10,10,10,strict_14_with_grace_period,5.42,1,6.42,1.8594181177018698,98,4.584967478670572,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,160,5.075173815233827,no,no
100%,t,2,28806,Private room,1.5,2,1,Real Bed,65,0,20,1,0,1,13,247,99,10,10,10,10,10,10,moderate,7.38,1,8.379999999999999,2.1258479144939915,100,4.605170185988092,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,248,5.5134287461649825,no,no
100%,f,1,28801,Entire home/apt,1,2,1,Real Bed,199,200,80,1,0,3,1,7,97,9,9,10,9,10,10,strict_14_with_grace_period,0.21,1,1.21,0.1906203596086497,98,4.584967478670572,11,2.3978952727983707,11,2.3978952727983707,10,2.302585092994046,11,2.3978952727983707,10,2.302585092994046,10,2.302585092994046,8,2.0794415416798357,yes,no
N/A,t,1,28804,Entire home/apt,1,2,1,Real Bed,95,0,50,2,15,2,12,83,96,10,10,10,10,10,10,moderate,2.86,1,3.86,1.3506671834767394,97,4.574710978503383,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,84,4.430816798843313,no,yes
N/A,f,1,28801,Entire home/apt,1,2,1,Real Bed,125,0,0,1,0,1,0,2,100,10,10,10,10,10,10,flexible,0.06,1,1.06,0.058268908123975824,101,4.61512051684126,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,3,1.0986122886681098,yes,no
N/A,t,9,28806,Entire home/apt,1,4,1,Real Bed,199,0,69,1,0,2,13,30,100,10,10,10,10,10,10,moderate,0.96,1,1.96,0.6729444732424258,101,4.61512051684126,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,31,3.4339872044851463,no,no
100%,t,2,28801,Private room,1,2,1,Real Bed,73,150,25,2,0,1,16,165,99,10,10,10,10,10,10,moderate,4.93,1,5.93,1.780024213009634,100,4.605170185988092,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,166,5.111987788356544,yes,no
100%,f,1,28803,Entire home/apt,2,10,5,Real Bed,275,0,0,1,0,3,23,0,0,0,0,0,0,0,0,flexible,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,no,no
100%,f,2,28806,Entire home/apt,2,6,3,Real Bed,180,200,100,1,0,2,0,11,94,9,10,10,10,10,9,moderate,0.36,1,1.3599999999999999,0.30748469974796055,95,4.553876891600541,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,10,2.302585092994046,11,2.3978952727983707,12,2.4849066497880004,no,no
